ymd	title1	title2	kiji1	kiji2	cls	kw
20161009	岐阜		国体陸上少年女子B100　	井戸（美濃加茂西中）初V	行事	
20161009	岐阜		いわて国体　井戸（美濃加茂西中）圧巻V	陸上少年女子B100　跳ねるように加速、11秒96	行事	
20161009	中日		いわて国体　井戸選手V　陸上少年女子B100	大舞台でも動じず圧倒	行事	
20161008	岐阜		運動会　「さわやかナーシングビラ」		行事	「慈恵会」
20161008	中日		県議会一般質問　昭和村無料化を検討	18年度から　入園者数の改善図る	行政・政治	
20161008	岐阜		県議会一般質問　昭和村の無料化検討	指定管理来年度終了　県が抜本見直し	行政・政治	
20161008	岐阜		地域活性化に支援を	美濃加茂商議所市長に予算要望	行政・政治	
20161008	中日		保護者伝える本の良さ	蜂屋小　熱くビブリオバトル	教育	
20161008	岐阜		不審者対応、万全に	美濃加茂・西中で訓練	教育	
20161008	中日		不審者侵入想定生徒ら対応訓練	美濃加茂・西中	教育	
20161007	岐阜		美濃加茂ナシのお酒で地域活性化	大垣共立銀が市と協定締結　開発第１弾	行政・政治	
20161007	岐阜		秋の味覚〝大物〟掘り　加茂農林高生	ヤギのふんを肥料　育てたサツマイモ収穫	教育	
20161007	中日		木立に響く逍遥「和のマクベス」		行事	みのかも文化の森
20161007	岐阜		可茂早起き野球	結果	行事	前平グラウンドなど
20161007	岐阜		千畝タクシー観光〝発信〟あすから八百津町内運行	美濃加茂の運営会社（新太田タクシーグループ）	ビジネス	
20161007	岐阜		中高生ボート部転覆の対応学ぶ	川辺町で安全講習	教育	美濃加茂高校
20161007	中日		ナシ「大きく実った！」	山之上小児童が収穫	教育	
20161007	岐阜		オカダミノル＆がらくたバンド	美濃加茂で来月ライブ	行事	
20161007	中日		「あなたに届けたいこの絵手紙」展		図書館	東図書館　「茶々の会」
20161007	岐阜		DV被害女性へ14日支援の集い	美濃加茂市	行事	「手をつなぐ女たちの会」「手と手と手」
20161006	中日		豪州の高校生が座禅	正眼寺で指導受ける	行政・政治	
20161006	中日		県司法書士会　無料法律相談会	市生涯学習センター	行事	
20161006	岐阜		災害時に公衆電話設置	NTT西日本支店　美濃加茂市と覚書	行政・政治	
20161006	中日		日本酒を堪能味を飲み比べ	美濃加茂	行事	シティホテル美濃加茂
20161006	岐阜		文化の秋、活動発表　日本昭和村	20団体、吹奏楽など披露	行事	
20161005	岐阜		陸上　第46回県中学生新人大会	成績	行事	
20161005	岐阜		育てたナシ、喜びの収穫	山之上小児童、学校園で体験	教育	
20161005	岐阜		美濃加茂軟野連5年生秋季大会	準優勝　山手スターズ	行事	
20161005	岐阜		美濃加茂市が指名停止		行政・政治	富士通岐阜支店
20161005	岐阜		素描　日本の三名泉・下呂温泉	シティホテル美濃加茂会長　本田敏彦	ひと	
20161005	岐阜		第38回可茂地区バドミントンダブルスオープン大会	成績	行事	プラザちゅうたい
20161005	岐阜		県還暦軟式野球リーグ戦	結果	行事	
20161005	中日		富士通岐阜支店を競争入札指名停止	美濃加茂市	行政・政治	
20161005	岐阜		同窓会だより	蜂屋小学校（昭和43年卒業）	その他	
20161005	中日		可茂の竹細工愛好家ら　手編みの力作200点展示	美濃加茂で9日まで	行事	みのかも文化の森
20161005	中日		ご当地グルメコンテスト「ちいき絆ねっと」美濃加茂　自慢の食集結！	中華食房石狩「Misoトマト麺」GP	行事	
20161005	岐阜		「日本の授業楽しみ」	豪・ダボ市の生徒が訪問	行政・政治	
20161004	岐阜		蜂屋レイズV	美濃加茂市長旗争奪学童野球	行事	
20161004	中日		美濃加茂軟式野球連盟主催第47回市長旗争奪学童大会決勝戦	優勝　蜂屋レイズ　準優勝　加茂野ヤンキース	行事	
20161004	中日		美濃加茂軟式野球連盟主催第15回5年生秋季大会決勝戦	準優勝　山手スターズ	行事	
20161004	中日		災害時電話設置でNTTと覚書締結		行政・政治	NTT西日本
20161004	岐阜		可茂の麺料理が競演	昭和村で「食の陣」Misoトマト麺V	行事	ちいき絆ねっと食の陣2016～美麺NEXT～
20161004	岐阜		九頭竜湖事件林被告側、再び無罪主張	名地裁　起訴内容変更、審理再開	事件・事故	
20161004	日経		九頭竜湖事件審理を再開	名古屋地裁	事件・事故	
20161004	岐阜		中濃の名酒飲み比べ	イベントで蔵元が出品	行事	シティホテル美濃加茂
20161004	中日		「みのかもの水」発売	災害時備蓄用に市が企画	行政・政治	ユニバーサル製缶
20161003	中日		長良川鉄道の観光列車運行半年	「ながら」好調続く	ビジネス	
20161003	中日		県中学生新人陸上競技大会	成績	行事	
20161003	中日		濃飛文芸	美濃加茂こび句会	文化	
20161003	中日		可茂地区バドミントンダブルスオープン大会	成績	行事	プラザちゅうたい
20161003	中日	夕刊	傷害致死　再び死刑求刑	審理を再開　冷凍庫事件で検察側	事件・事故	
20161003	中日		中濃地区高校新人大会ソフトボール競技	女子　3位加茂農林	行事	
20161002	岐阜		軟式野球　文部科学大臣杯第8回全日本少年春季県大会	１回戦結果	行事	
20161002	中日		秋季高校野球　多治見初V　美濃加茂3位	リズムもたらす好投　美濃加茂・池戸投手	行事	
20161002	岐阜		秋季県高校野球　多治見初優勝	美濃加茂、東海切符　堅実な攻守持ち味発揮	行事	
20161002	岐阜		山川老師、臨済宗を解説	正眼短大が禅セミナー	行事	
20161001	岐阜		障害者の就活を支援	関市で就職合同面接会	行政・政治	関市、美濃加茂市のハローワーク
20161001	中日		豪州の中高生美濃加茂訪問	市長と懇談	教育	美濃加茂中学高校　オーストラリア・ブリスベーン市
20161001	中日		衝突を体験「怖い」	古井小で交通安全教室	教育	
20161001	岐阜		可茂早起き野球	結果	行事	前平グラウンドなど
20151231	岐阜		県営４公園　魅力アップ	平成記念公園日本昭和村の無料化検討	行政・政治	
20151231	岐阜		猿回しや手品　元日から催し	日本昭和村	行事	
20151231	岐阜		初詣ガイド	こびの天狗山　小山観音	行事	
20151229	中日		正月イベント　平成記念公園日本昭和村		行事	
20151229	中日		正月イベント　アピタ美濃加茂店		行事	
20151229	岐阜		昭和村入場ゲートで迎春準備	特大門松がお出迎え　美濃加茂盆栽クラブ	行事	
20151229	中日		年末の夜警	美濃加茂市消防団	行政・政治	
20151229	岐阜		厚生労働大臣表彰に喜び	美濃加茂市遺族連合会婦人部長　亀井きみゑさん	ひと	
20151229	岐阜		仕事納め式　県警本部長・市長が訓示	藤井浩人市長　地方創生など着実に進めた	行政・政治	
20151229	中日		中部9県　３大ニュース　２０１５	岐阜1位　美濃加茂市長1審無罪	その他	
20151228	中日		迎春準備　着々と　大門松がお出迎え	日本昭和村	行事	
20151228	岐阜		県関係著名人　墓碑銘2015	書家（日展会員）　座馬井邨さん（本名乙丙）	ひと	
20151228	岐阜		NIEアドバイザー通信　いま　学校で	美濃加茂市立西中学校教諭・細江隆一	ひと	
20151227	中日		４県の特別支援学校サッカーに奮闘	成績	行事	
20151227	岐阜		第４１回　民踊まつり　新春に舞う	古井ちとせ会	行事	
20151227	岐阜		山岳警備隊員「緊張の連続」	加茂野小で講話	教育	
20151227	岐阜		2015年　県内十大ニュース	2位　美濃加茂市長に無罪判決	その他	
20151226	岐阜		３市職員が交渉術磨く　関市役所	32人、貿易ゲームで研修	行政・政治	
20151226	中日		２０１５年末回顧ぎふ	藤井浩人・美濃加茂市長に一審無罪判決	その他	
20151226	岐阜		難関のビオトープ管理士試験	加茂農林高生３人合格	ひと	
20151226	中日		藤井市長あいさつ前倒しで掲示板に	美濃加茂市	行政・政治	
20151226	岐阜		美濃加茂市長　職員に今年の総括	子育てや福祉支援推進	行政・政治	
20151226	岐阜		第４１回　民踊まつり　新春に舞う	伊瀬民踊会　古井のぎく会	行事	
20151226	中日		渡辺益巳氏創政会に	美濃加茂市議会	行政・政治	
20151226	岐阜		寄付　美化活動に役立てて　手縫いの雑巾	美濃加茂市の１１小中学校と富加の１中学校に	その他	県身体障害者福祉協会美濃加茂支部
20151226	岐阜		公務員の給与水準「ラスパイレス指数」		行政・政治	
20151226	岐阜		全国高校選抜バスケ	美濃加茂、強豪に完敗	行事	
20151226	中日		全国高校バスケ　男子　美濃加茂は敗退	痛みに耐え最後の舞台　長谷川選手	行事	
20151225	中日		雑巾を寄付　美濃加茂市などの小中学校に	県身体障害者福祉協会美濃加茂支部	その他	
20151225	岐阜		美濃加茂市議会	最大会派の議員「創政会」に入会	行政・政治	
20151225	中日		美濃加茂市の十大ニュース	市長一審無罪など	行政・政治	
20151225	岐阜		第34回中濃地区高校総合体育大会駅伝競走	成績	行事	
20151225	岐阜		県産材活用「木づかい施設」	県が２７施設を認定　明応保育園（美濃加茂市）	行政・政治	
20151225	中日		特急がエンジントラブルで遅れ	美濃太田ー古井間で	事件・事故	ワイドビューひだ５号
20151225	岐阜		東海連覇へ腕試し　あす大会	サッカー可茂特別支援学校生が社会人と練習試合	教育	
20151225	岐阜		堂上蜂屋柿、登録目指す	国の地理的表示保護制度	行政・政治	
20151225	岐阜		加茂農林高生が手掛けた堂上蜂屋柿	努力詰まった鮎菓子に変身　和菓子店とコラボ	教育	「緑水庵」（岐阜市村山）
20151225	中日		全国高校バスケ　男子　美濃加茂は競り勝つ	強気貫き２１得点　美濃加茂・竹中選手	行事	
20151225	中日		ふるさと納税すれば地産品セットで返礼	美濃加茂市と加茂郡５町村	行政・政治	
20151225	岐阜		「中学生人権作文」美濃加茂大会	最優秀賞者ら表彰	行事	岐阜地方法務局美濃加茂支局
20151224	岐阜		美濃加茂の里山整備紹介　岐阜市でセミナー	地元材アベマキで学校机製作	行政・政治	県立森林文化アカデミー
20151224	岐阜		ミラノを魅了、堂上蜂屋柿贈る	美濃加茂の生産者、知事に	行事	
20151224	中日		イベント　日本昭和村		行事	
20151223	岐阜		高校生ビジネスプラン・グランプリ	加茂農林がベスト１００　2年連続	教育	ガールズ・ポップコーン
20151223	岐阜		美濃加茂市が今年の十大ニュース	市長収賄で一審無罪	行政・政治	
20151223	岐阜		第34回中濃地区高校ロードレース大会	成績	行事	
20151223	岐阜		岐阜の酒、飲んでみて　御代桜醸造	和酒フェスで振る舞う　東京・東新橋	ビジネス	
20151223	岐阜		可茂地区中学新人・小学生卓球大会	成績	行事	
20151223	中日		プレミアム商品券31日までに利用を	関、美濃加茂、郡上	行政・政治	
20151223	中日		クリスマスチャリティーコンサート	美濃加茂少年少女合唱団	行事	市文化会館
20151222	岐阜		美濃加茂少年少女合唱団　	Ｘマスの歌20曲披露　聖なるハーモニー響く	行事	市文化会館
20151222	岐阜		民生・児童委員２６年で大臣表彰	熊崎勝子さんが報告　「経験、今後に生かす」	ひと	
20151222	中日		東日本大震災義援金	童謡サークル「野ばら」	その他	
20151222	中日		大臣表彰　市長に報告	民生・児童委員の熊崎勝子さん	ひと	
20151222	中日		可茂地区中学新人・小学生卓球大会	成績	行事	
20151222	岐阜		全国高校選抜バスケあす開幕	男子　美濃加茂８強狙う	行事	
20151222	中日		中濃４署今年を振り返る		行政・政治	
20151221	中日		中濃地区高校総体駅伝競走大会	優勝：男子美濃加茂高　女子美濃加茂高	行事	
20151221	中日		中濃地区高校ロードレース大会	成績	行事	
20151221	中日		みのかも小学生駅伝　日本昭和村	成績	行事	
20151220	岐阜		きらり中濃応援歌　“農業女子”夢へ奮闘	イチゴやトマト農家志す地元出身者６人	ひと	ふる里農園美の関
20151219	中日		酒気帯び運転の疑い	加茂署	事件・事故	
20151219	中日		議会だより		行政・政治	
20151219	岐阜		日ハムの白村明弘投手が母校・東中で講演	「夢実現へ自分信じて」　目標持つ大切さ伝える	教育	
20151219	岐阜		山手幼稚園児　県産シイタケに興味津々	クイズで楽しく学ぶ	教育	
20151219	岐阜		中濃３市のプレミアム商品券	利用期限３１日に迫る	行政・政治	美濃加茂商工会議所
20151219	中日		中濃圏域明るい選挙推進研修会		行政・政治	県可茂総合庁舎
20151219	中日		バスケ全国大会へ激励	長谷川君（美濃加茂高３年）	ひと	
