ymd	title1	title2	kiji1	kiji2	cls	kw
20171017	中日		東日本大震災義援金	光徳寺花園会	その他	
20171017	中日		東アジア中学野球　市長に準優勝報告	美濃加茂の中学生	ひと	
20171017	岐阜		来年度予算　地域活性化、支援促進を	美濃加茂商議所が市に要望	行政・政治	
20171017	中日		時代行列「姫道中」5人が期日前投票	衆院選ＰＲ	行政・政治	
20171017	岐阜		姫も投票いたします	美濃加茂市　時代行列衣装でＰＲ	行政・政治	
20171016	岐阜		１７ぎふ衆院選　私の政策　下	4区	行政・政治	
20171016	岐阜		美濃加茂市でおん祭	みやびやか雨の姫道中	行事	
20171016	岐阜		県高校選手権バスケ　男子も開幕	結果	行事	
20171016	中日		県高校バスケットボール選手権大会	結果	行事	
20171016	中日		県高校サッカー選手権大会	結果	行事	
20171016	岐阜		日本昭和村　中村玉緒さんイベント	勝さんとの思い出語る	行事	
20171016	中日		姫道中　見物客を魅了　太田宿中山道まつり	歴史情緒　勇ましく　華やかに	行事	
20171016	中日		多治見で中部実業団陸上	成績	行事	
20171016	中日		リオパラ大会　銅選手も参加	八百津　802カップカヌー　成績	行事	
20171016	岐阜		ぎふ清流駅伝　下呂市初優勝	6位：美濃加茂市	行事	
20171016	中日		ぎふ清流郡市対抗駅伝	6位：美濃加茂市	行事	
20171015	岐阜		第19回全日本選抜還暦軟式野球大会第2日	結果	行事	
20171015	岐阜		県高校選手権バスケが開幕	結果	行事	
20171015	岐阜		県高校新人大会	ソフトテニスほか	行事	
20171015	岐阜		全国高校サッカー県大会	結果	行事	
20171014	岐阜		除草隊〝出動〟ＰＲ	美濃加茂市　来月「山羊サミット」	行政・政治	
20171014	岐阜		美濃加茂市と和歌山・由良町　講演会で友好再認識	交流20年、由来を学ぶ	行事	正眼寺山川宗玄老師
20171014	岐阜		早大坪内逍遥大賞に柴田元幸さん	第６回早稲田大学坪内逍遥大賞	ひと	
20171014	岐阜		年金支給日に詐欺防止啓発	加茂署	行政・政治	
20171014	岐阜		全国選抜還暦野球が開幕	強豪６４チーム、岐阜に集う	行事	
20171014	中日		主役脇役　薄れる絆　見つめ直して	先祖の歩み「宮洞の歳時記」を発行辻　建彦さん（美濃加茂市本郷町）	ひと	
20171014	中日	夕刊	のびのびと探究心養う	「探Ｑ舎」　長谷川園子さん（太田本町）	ひと	
20171014	中日		ぎふ清流郡市対抗駅伝あす号砲	チーム紹介	行事	
20171013	中日		選挙人名簿登録者数（９日現在）		行政・政治	
20171013	中日		逍遥さんぽ	中央図書館	図書館	
20171013	岐阜		訓練機器寄贈　県国際たくみアカデミーに	内藤建設	その他	
20171013	中日		衆院選　政策は？　主な候補者に聞く		行政・政治	
20171013	中日		衆院選　岐阜４区ルポ		行政・政治	
20171013	中日		衆院選　きょうの個人演説会		行政・政治	
20171013	中日		来年度予算向け　商議所が要望書	美濃加茂市に提出	行政・政治	
20171013	中日		映画会「日本と再生　光と風のギガワット作戦」		行事	みのかも文化の森
20171013	中日		姫役ら「おん祭」ＰＲ　１５日に太田宿		行事	
20171013	岐阜		可茂早起き野球	結果	行事	前平グラウンドなど
20171013	中日		ウオークみのかも		行事	
20171013	中日		「市の歌」でサル退治だ	美濃加茂　ドローンで曲　住民が花火	行政・政治	
20171013	岐阜		22日、美濃加茂市で「スイーツウオーク」	木曽川沿い　甘い時間を	行事	
20171013	岐阜		15日、美濃加茂市で「おん祭」　実行委ＰＲ	華やか姫道中　見もの	行事	
20171012	岐阜		１７ぎふ衆院選　候補者の横顔　４区		行政・政治	
20171012	岐阜		陸上　第４７回岐阜県中学生新人大会	成績	行事	
20171012	中日		衆院選期日前投票が始まる	衆院選期日前投票所	行政・政治	
20171012	岐阜		衆院選、投票呼び掛け	県選管可茂地方事務局　啓発車が出発式	行政・政治	
20171012	岐阜		美濃加茂軟野連秋季大会	太田タイガースＪｒが５年生Ｖ	行事	
20171012	中日		日本昭和村	名誉村長の中村玉緒さん来園	行事	
20171012	中日		投開票に向け啓発スタート	可茂総合庁舎	行政・政治	
20171012	中日		山の話と播隆さん	小松屋	行事	
20171012	中日		太田宿中山道まつり		行事	
20171012	岐阜		ラグビー　県社会人・クラブ秋季リーグ第１日	結果	行事	
20171012	岐阜		ぎふ衆院選２０１７　飛騨舞台　３極激突	４区で舌戦ヒートアップ	行政・政治	
20171011	中日		２０１８衆院選ぎふ　勝負の秋　幕明ける	４区	行政・政治	
20171011	中日		２０１７衆院選ぎふ　小選挙区立候補者一覧		行政・政治	
20171011	中日		避難所生活　泊まって体感	美濃加茂　住民ら防災キャンプ	行政・政治	
20171011	岐阜		衆院選　岐阜4区　立候補者		行政・政治	
20171011	岐阜		県内選挙人名簿登録者数（10月9日現在）		行政・政治	
20171011	中日		県中学生新人陸上競技大会	成績	行事	
20171011	中日		刃物まつり県剣道大会　162チーム750人優勝目指し白熱	中学男子：3位美濃加茂東　高校男子：2位美濃加茂　高校女子：3位美濃加茂	行事	
20171011	中日		10・22衆院選ぎふ　前職引退４区激戦か		行政・政治	
20171009	中日		大地震想定　緊張感胸に	県内初　中部9県ＤＭＡＴ訓練	行政・政治	
20171009	岐阜		えひめ国体	結果　ボートほか	行事	
20171009	中日		10・22衆院選ぎふ　あす公示	県内各党かく訴える	行政・政治	
20171008	岐阜		青山医師（木沢記念病院）最優秀賞	欧州心臓病学会心不全の部門	ひと	
20171008	岐阜		逍遙ゆかりの地巡ろう　21日、美濃加茂市	「逍遙さんぽ」	図書館	中央図書館　坪内逍遙博士顕彰会
20171008	岐阜		自治会加入促進連携協定を締結	美濃加茂市など４者	行政・政治	
20171008	中日		シルバー人材30周年を祝福	美濃加茂	その他	
20171008	中日		10・22衆院選ぎふ　全選挙区　構図固まる		行政・政治	
20171007	岐阜		太田宿中山道会館　開館11年　	入館者１００万人突破	その他	
20171007	中日		太田宿中山道会館　入館１００万人を達成	豪のエガンさん感激	その他	ＮＰＯ法人「宿木」
20171007	中日	夕刊	坪内逍遥大賞に柴田元幸さん決まる	第六回早稲田大学坪内逍遥大賞	文化	
20171007	中日		レク推進団体１２団体を認定	可茂地域　認定団体　美濃加茂市健寿連合会ほか	行政・政治	
20171007	岐阜		とうしん中学生イラストコンテスト　入賞作決まる	入賞者	行事	
20171007	岐阜		「自転車免許」取得へ講習会　川辺中の1年生	加茂自動車学校（美濃加茂市前平町）	教育	
20171006	中日		美濃加茂で〝メェー〟案探ろう	山羊サミットまで１カ月	行政・政治	
20171006	岐阜		心温まる絵手紙	美濃加茂市　茶々の会が展示	図書館	東図書館
20171006	岐阜		可茂早起き野球	結果	行事	西総合グラウンドなど
20171005	中日		日本昭和村	さかなクンのお魚教室	行事	
20171005	中日		川で実践　命の守り方	山手小児童らが実習	教育	
20171005	中日		剣道、給食　交流楽しく	美濃加茂　豪の高校生、東中に	教育	ダボ市
20171005	中日		中濃９蔵元の酒　180人が飲み比べ	美濃加茂	行事	シティホテル美濃加茂
20171005	中日		ドッヂビー児童ら熱戦　美濃加茂	成績	行事	プラザちゅうたい
20171004	中日		ＡＥＤで人命救助	美濃加茂・山下さんに感謝状	ひと	可茂消防事務組合
20171004	岐阜		迅速に連携、命救う	可茂消防組合　加藤さん、山下さんに感謝状	ひと	
20171004	岐阜		豪・ダボから高校生派遣団	美濃加茂市長を訪問	行政・政治	
20171004	中日		自然とアート　子どもら体験	中之島公園	行事	「ワークショップきそがわびより」
20171004	岐阜		文部科学大臣杯第9回全日本少年春季軟式野球県大会	結果	行事	
20171004	中日		女性の起業を後押し	美濃加茂　勉強会に14人参加	ビジネス	美濃加茂商工会議所
20171004	中日		10・22衆院選ぎふ　「希望」から出馬予定の4人に明暗」		行政・政治	
20171003	中日		美濃加茂市　再編、車両一新「あい愛バス」	市民の声を乗せ発車	行政・政治	
20171003	岐阜		水難事故、対処法学ぶ	山手小児童、木曽川で体験	教育	
20171003	中日		欧州心臓病学会で最優秀	青山琢磨医師（美濃加茂市・木沢記念病院）	ひと	
20171003	岐阜		住民の足〝再出発〟　美濃加茂市がコミバス再編	「あい愛バス」毎日運行、８便に拡充	行政・政治	
20171003	岐阜		中濃学童軟式野球　瀬尻が紫紺旗獲得	結果	行事	
20171003	中日		10・22衆院選ぎふ　催しの秋直撃困った	会場変更、準備掛け持ち　自治体職員ら嘆き	行政・政治	
20171002	中日		海津　長良川ふれあいマラソン	クオーター一般男子　小藤さん（美濃加茂）優勝	ひと	
20171002	中日		中部日本都市対抗軟式野球県大会	結果	行事	
20171002	中日		10・23衆院選ぎふ　希望ブームは去る・民進気の毒	金子氏長男を擁立　自民、岐阜４区	行政・政治	
20171002	中日		10・22衆院選ぎふ　出馬予定者解散後初サンデー	地方の声国に届ける　4区出馬決定金子俊平氏	行政・政治	
20171001	中日		10・22衆院選ぎふ　4区に籠山氏擁立へ	共産　希望側の情勢にらむ	行政・政治	
20170930	岐阜		豪雨災害備え確認　県や関連団体が訓練	可児と美濃加茂	行政・政治	
20170930	中日		蜂屋柿　和も洋も　もなか、パイなど１０種試作	みのかも市民まつりでお披露目	ビジネス	
20170930	岐阜		海老副市長退任　職員らに感謝	美濃加茂市	行政・政治	
20170930	中日		博物館で室町文化　古井小	楽しく体験学習	教育	みのかも文化の森・美濃加茂市民ミュージアム
20170929	中日		３０分で〝合流〟決断　	4人とも公認申請	行政・政治	
20170929	中日		考える選ぶ10.22衆院選ぎふ	県内いざ決戦	行政・政治	
20170929	中日		平成29年度学校保健および学校安全文部科学大臣表彰	はちやあったかサポート隊（美濃加茂市）	教育	
20170929	中日		山之上ミュージシャン演奏会	市山之上交流センター	行事	
20170929	岐阜		女性のための起業家支援セミナー	市生涯学習センター	行事	
20170929	岐阜		堂上蜂屋柿の菓子〝審査〟	美濃加茂市で女性が試食会	行事	
20170929	岐阜		可茂早起き野球	結果	行事	前平グラウンドなど
20170929	岐阜		全日本学校歯科表彰の優秀賞候補	山手小（美濃加茂市）で実地審査	教育	
20170929	中日		休日・執務時間外の無料公証相談	美濃加茂公証役場（古井町）	行政・政治	
20170929	中日		ワークショップきそがわびより	中之島公園	行事	
20170928	中日		駅周辺の自転車施錠有無を点検	ＭＳリーダーズ	教育	
20170928	中日		財布下げて「これください」	保育園児１００人お買い物体験　美濃加茂	教育	古井第二保育園　太田第一保育園
20170928	中日		播隆（ばんりゅう）さんの名号（みょうごう）碑巡り		行事	
20170928	岐阜		平成29年度学校保健および学校安全文部科学大臣表彰	はちやあったかサポート隊（美濃加茂市）	教育	
20170928	岐阜		小学生「夏休みコンクール」　詩109点、作文207点入賞	岐阜市で審査会	ひと	審査委員長：美濃加茂市立山之上小学校長谷川久栄校長
20170928	岐阜		実質公債費比率、平均5.8％　２８市町村で改善	16年度決算　美濃加茂市6.4%▲1.1	行政・政治	
20170928	中日		一皮むけた活用　規格外のクリ	可茂地域の農家　菓子用「むきぐり」出荷	その他	
20170927	岐阜		軟式野球　県還暦リーグ戦	結果	行事	
20170927	中日		東海環状道西回り　早期の全線開通を	養老で利用促進会議	行政・政治	
20170927	岐阜		中山道の語り部たち　太田宿	「姫Ｂｉｚ」代表　安藤摩里さん（美濃加茂市蜂屋町）	ひと	
20170926	中日		美濃加茂市ソフトボール協会リーグ戦	結果	行事	市西ソフト場
20170926	中日		来月２、４日に不動産無料相談	県鑑定士協会	行事	
20170926	中日		光秀直筆の書状　１日だけ公開	美濃加茂、来月１日「本能寺」直後執筆原本	文化	みのかも文化の森
20170926	岐阜		サンバ　華麗なステップ	日本昭和村でフェスタ　ブラジル文化紹介	行事	
20170925	岐阜		ＮＩＥアドバイザー通信	県ＮＩＥアドバイザー・細江隆一美濃加茂市立西中教諭	ひと	
20170925	岐阜		運転手に頭突きした疑い	加茂署	事件・事故	
20170925	岐阜		第９６回全国高校サッカー選手権県大会組み合わせ決定		行事	
20170925	中日		県民スポーツ大会		行事	
20170925	中日		暴行の疑いで男逮捕	加茂署	事件・事故	
20170925	中日		ブラジルを知ろう	昭和村　ダンスや食など紹介	行事	
20170925	中日		ダンスの祭典　18チーム熱演	土岐	行事	
20170923	岐阜		議会短信	美濃加茂市議会閉会	行政・政治	
20170923	岐阜		議会だより	伊藤副市長の略歴	行政・政治	
20170923	岐阜		日本酒秋の宴		行事	シティホテル美濃加茂
20170923	中日		山の町美濃加茂と海の町和歌山・由良　結ぶ	来月７日に講演会	行事	正眼寺山川宗玄老師
20170923	中日		副市長に伊藤氏	美濃加茂市	行政・政治	
20170923	岐阜		優良施工で表彰	可茂農林事務所	行政・政治	
20170923	岐阜		〝ヤギの恵み〟どっさり　	加茂農林高生　ふんを肥料、サツマイモ収穫	教育	
20170922	日経		ＮＨＫ連続テレビ小説「半分、青い。」ヒロイン永野芽郁さん		ひと	
20170922	中日		自動車事故に気をつけて！	国道で人波作戦　美濃加茂	行政・政治	
20170922	中日		法人事業向け事業承継セミナー	美濃加茂商工会議所	ビジネス	
20170922	中日		来春の朝ドラ主演　永野さん知事と対談	岐阜の魅力伝える	ひと	脚本：北川悦吏子さん
20170922	岐阜		岐阜の良さ　伝えたい	朝ドラ「半分、青い。」永野芽郁さん抱負	ひと	脚本：北川悦吏子さん
20170922	岐阜		坂祝町でコンサート　地元ミュージシャン演奏	花の〝ソバ〟で音楽を	ひと	中根香穂理さん（美濃加茂市）
20170922	中日		博学連携フォーラム「子どもと『もの』との出会い、体験、その先へ」	「博物館は楽しい！博物館と学校をつなぐ」	行事	みのかも文化の森
20170922	岐阜		全国交安運動スタート　ドライバーに反射材など配布	美濃加茂市で人波作戦	行政・政治	
20170922	岐阜		元教諭３人　クロッキー画展示	裸婦、曲線美捉える	行事	
20170922	中日		〝ヤギ活用〟のイモ収穫	加茂農林高生　サミットへ菓子作り	教育	
20170921	岐阜		頑張ってます　岐阜県人	映像制作会社ＫＡＮＫＩ社長　カトウカズヤさん（美濃加茂市生まれ）	ひと	
20170921	中日		美濃加茂で初の「まちゼミ」	商店主直伝　生活の技	ビジネス	
20170921	中日		市民団体が絵本寄贈	犬の殺処分　現状知って	その他	愛犬の命を守るフェス実行委員会
20170921	岐阜		可茂早起き野球	結果	行事	前平グラウンドなど
20170921	岐阜		優良施工者に５社　可茂土木事務所が表彰	友進道路（美濃加茂市）ほか	行政・政治	
20170921	中日		えひめ国体　岐阜で県選手団の結団式	国体県選手団　上	行事	
20170920	岐阜		軟式野球　白川病院旗争奪第１６回県学童大会	結果	行事	
20170920	岐阜		美濃加茂市園児が買い物ごっこ	元気に「お菓子ください」	教育	太田第一保育園　古井第二保育園
20170920	岐阜		県民スポーツ大会	３２競技で熱戦	行事	
20170920	岐阜		県内基準地の地価調査一覧（１７年７月１日時点）	美濃加茂市	その他	
20170920	岐阜		料理家minokamoが行く　岐阜ごはん旅６	うまくて辛い『あじめコショウ』	その他	
20170920	中日		基準地価　都道府県別上位１０地点（２０１７年７月１日現在）	美濃加茂市	その他	
20170920	中日		各務原浄化センター写真審査会の表彰式	特選：佐合富春さん（美濃加茂市）	ひと	
20170920	岐阜		卓球　中濃ベテラン大会	成績	行事	
20170919	中日		秋季県高校野球大会	結果	行事	
20170919	岐阜		秋季県高校野球	結果	行事	
20170919	中日		県高校新人陸上競技対校選手権大会	成績	行事	
20170919	岐阜		県高校新人テニス	成績	行事	
20170919	中日		がん医療の透明性確保を	病院別５年生存率初公表	その他	木沢記念病院
20170918	岐阜		県高校新人陸上	成績	行事	
20170918	岐阜		えひめ国体県勢選手団名簿		行事	
20170917	岐阜		県高校新人大会	成績　陸上、ボート	行事	
20170917	岐阜		白川病院旗県学童野球が開幕	３２チーム熱戦	行事	
20170917	岐阜		乳がん治療２４日講演会	講師：木沢記念病院乳がん治療・乳房再建センター長の竹内賢医師ほか	行事	
20170917	中日		リトル・シェフの作ってみよう　容器な陽気なトースト	美濃加茂市山手小６年　岩田素佳さん	ひと	
20170917	中日		ダンフェスで２９チーム熱演　可児	一般部門２位：ＭＯＴＬＥＹ（美濃加茂市）	行事	
20170916	岐阜		新聞コンクール地域審査会	岐阜優秀賞：野田花さん（美濃加茂市立西中３年）	ひと	
20170916	岐阜		岐阜女子大　全国書道展	大学賞：川合里奈さん（美濃加茂高３）	ひと	
20170916	中日		坪内逍遥の縁　１０周年飾るぞ	美濃加茂できょう、あす早大生が野外劇	行事	
20170916	岐阜		可茂早起き野球	結果	行事	前平グラウンドなど
20170916	中日	夕刊	中部の文芸	佐合五十鈴『ひとりしずか』（美濃加茂市下米田町）	文化	
20170916	中日		アニメで地域へ観光客を	聖地連合が勉強会	行政・政治	
20170915	中日		法人経営者・後継者のための事業承継セミナー	美濃加茂商工会議所	ビジネス	
20170915	中日		大八講座「ほとけのお話」	中山道太田宿・小松屋	行事	
20170915	岐阜		園芸の楽しさを園児らに伝える	加茂農林高生が交流	教育	
20170915	中日		フラワーブラボーコンクール可茂地区	東白川小など県中央審査へ	教育	可茂特別支援学校
20170915	中日		ドアラ・チアドラゴンズイベント	平成記念公園日本昭和村	行事	
20170915	中日		いっしょに読もう新聞コンクール	岐阜優秀賞：野田花さん（美濃加茂市立西中３年）	ひと	
20170914	岐阜		職場での女性活躍推進	美濃加茂市　中電社員が意見交換	行政・政治	
20170914	中日		粋な浴衣モデル　太田宿で撮影会	中日写協など	行事	
20170914	中日		気楽に育児を	つるの剛士さんのコンサート	行事	市文化会館
20170914	中日		中濃文芸	太田ホトトギス会	文化	
20170914	中日		まちＸ演劇Ｘアート　早稲田・美濃加茂まち演劇プロジェクト	御代桜醸造	行事	坪内逍遥
20170914	岐阜		ひだみの人ひと　輝いてます　農業振興、地域に活気	「みのかもファーマーズ倶楽部」の日比野和彦さん（下米田町）	ひと	
20170913	中日		風向計	中山道　ぎふ１７宿	その他	
20170913	岐阜		美濃加茂市の第５０回自治会親善野球大会	優勝：中部台（蜂屋地区）	行事	
20170913	岐阜		紀州由良興国寺と美濃加茂正眼寺の絆		行事	市生涯学習センター
20170913	岐阜		第４３回民踊まつり	古井ちとせ会、伊瀬民踊会	行事	
20170913	岐阜		第３４回美濃加茂市民大会	成績	行事	
20170913	中日		破産申請の準備	美濃加茂・八尋産業	ビジネス	
20170913	中日		政治や社会活動探ろう　美濃加茂の若者団体が「票育」	加茂高定時制　生徒と模擬投票や討論	教育	
20170913	岐阜		加茂高定時制生徒が主権者教育	多文化共生へ「一票」	教育	
20170912	岐阜		第４３回民踊まつり	可茂民踊会・古井のぎく会	行事	
20170912	中日		秋季県高校野球大会	結果	行事	
20170912	岐阜		秋季県高校野球	結果	行事	
20170912	岐阜		海老副市長退任へ	美濃加茂市　後任は伊藤氏有力	行政・政治	
20170912	日経		本能寺の変　幕府再興目的？　謀反直後の光秀書状発見	三重大教授ら	文化	
20170912	岐阜		光秀の狙い、書状原本で裏付け　本能寺の変は「幕府再興」	美濃加茂で発見　三重大教授ら発表	文化	
20170912	中日		光秀の書状原本を発見	美濃加茂市に寄贈　三重大教授ら調査	文化	美濃加茂市民ミュージアム
20170912	中日		マーチングとバトン　２１チームが軽快な演技	成績	行事	
20170910	中日		秋季県高校野球が開幕	結果	行事	
20170910	岐阜		秋季県高校野球	シード校初戦突破	行事	
20170909	中日		ＰＴＡ新聞の優秀作に３６点	企画賞：蜂屋小　アイデア賞：古井小	教育	
20170909	中日		議会だより		行政・政治	
20170909	中日		第３４回美濃加茂市民陸上競技大会		行事	
20170909	岐阜		コミバス　住民が運行状況検証	美濃加茂市「育む会」を新設	行政・政治	
20170908	日経		迫る台風シーズン　豪雨の爪痕復旧急ぐ	美濃加茂市　用水路を修復	行政・政治	
20170908	中日		議会だより		行政・政治	
20170908	中日		藤本流三味線有志ミニコンサート		行事	太田宿中山道会館
20170908	中日		藤井三四郎展		行事	可児市文化創造センター
20170908	岐阜		美濃加茂市議会一般質問		行政・政治	
20170908	中日		美濃加茂のメガソーラー　１月稼動へ安全祈願		ビジネス	西濃建設（揖斐川町）
20170908	岐阜		第４３回民踊まつり	加茂野民踊会	行事	
20170908	中日		畑佐佐千子遺作展		行事	市文化会館
20170908	岐阜		早稲田大学・美濃加茂市文化交流事業「野外劇」		行事	みのかも文化の森
20170908	中日		慰霊の願い込め川へと灯籠１０００個　美濃加茂	撮影会には１００人思い思いの一枚　中日写経など	行事	木曽川緑地ライン公園
20170908	中日		個人事業主のための事業承継セミナー		ビジネス	美濃加茂商工会議所
20170908	岐阜		フィッシング　日本ライン漁協管内の木曽川ガリ漁		その他	
20170908	中日		お月見会「月と歌とだんご汁」		行事	
20170908	中日		「愛を絵手紙にのせて」展	絵手紙サークル「茶々の会」	行事	牧野交流センター
20170907	中日		議会だより		行政・政治	
20170907	岐阜		美濃加茂市市議会一般質問	小規模特認校の伊深、三和小　児童の情報教育推進	教育	
20170907	中日		美濃加茂市児童生徒科学作品展・社会科作品展２０１７みのかも発明くふう展	みのかも文化の森	教育	
20170907	岐阜		第４３回民踊まつり	伊深民踊会・ラインさつき会ほか	行事	
20170907	中日		県司法書士会無料法律相談	美濃加茂市生涯学習センター	行事	
20170907	岐阜		古井小児童が交流会	伝統文化、先生はお年寄り　三味線や昔の遊び体験	教育	
20170907	中日		体験多彩イキイキ学び　古井小児童	高齢者と一緒に三味線や大正琴	教育	
20170906	岐阜		軟式野球　県還暦リーグ戦	結果	行事	
20170906	中日		絵本や紙芝居に夢中　おはなし隊　県内３８カ所巡回へ	２３日美濃加茂市中央図書館	図書館	
20170906	岐阜		卓球　ＪＯＣジュニアオリンピックカップ全日本選手権カデットシングルスの部県予選	成績	行事	
20170906	岐阜		勝利引き寄せるぞ　国体出場　綱引きチーム決意	「ポパイ＆オリーブ」	行事	
20170906	岐阜		はじける青春　高校文化祭盛り上がる	創作劇、住民に披露　加茂高	教育	
20170905	岐阜		陸上　第４１回県秋季大会	成績	行事	
20170905	岐阜		美濃加茂市議会１５議員が登壇	あすから一般質問	行政・政治	
20170905	岐阜		事業承継セミナー	美濃加茂商工会議所	ビジネス	
20170905	岐阜		せきしん地域振興協力基金	２７事業に計１８９万円助成	その他	坪内逍遙古典芸能事業１０万円（美濃加茂市）
20170905	中日		がん検診受診率向上へ協定締結	美濃加茂市と日本生命	行政・政治	
20170904	岐阜		３人はねられ８７歳女性死亡　美濃加茂、容疑者逮捕	加茂署	事件・事故	
20170904	中日		１歳児と父　溺死	美濃加茂、川遊び中か	事件・事故	
20170904	中日		車にはねられ女性死亡	加茂署	事件・事故	
20170904	中日		県秋季陸上競技大会	成績	行事	
20170904	中日		県ジュニア陸上競技大会	成績	行事	
20170904	日経		木曽川に父・乳児の遺体	美濃加茂　川遊び中に溺れたか	事件・事故	
20170904	中日		新病院計画　高まる期待	美濃加茂・木沢記念病院	その他	
20170904	岐阜		うまいもん甲子園予選準優勝　加茂農林、全国に再挑戦	ＳＡで創作バーガーＰＲ	教育	
20170904	中日		いのちあ・バーガーに一票を　加茂農林高生	美濃加茂ＳＡ「うまいもん甲子園」全国出場へＰＲ	教育	
20170903	岐阜		研究、発明夏の成果　	小中高生の作品を展示	教育	みのかも文化の森
20170903	中日		妻を殴った疑い	加茂署	事件・事故	
20170903	岐阜		妻への傷害の疑いで逮捕	加茂署	事件・事故	
20170903	岐阜		台湾内湾線と姉妹協定２年　長良川鉄道が運行	ヘッドマーク、友好の証し	ビジネス	
20170902	中日		選挙人名簿登録者数（平成２９年９月１日現在）	美濃加茂市　42,344人	行政・政治	
20170902	岐阜		美濃加茂にメガソーラー	西濃建設、来春売電開始へ	ビジネス	
20170902	岐阜		県内選挙人名簿登録者数　９月１日現在		行政・政治	
20170902	中日		お手玉大会１５０人で幕　美濃加茂　会員が高齢化	成績	行事	
20170901	中日		高齢者へ懐かしい歌	美濃加茂　歌手遠藤さんライブ	行事	
20170901	中日		除草で出張　新メェー物！？	美濃加茂のヤギ　長野で活躍	その他	
20170901	中日		逍遥博士思い顕彰碑を清掃	美濃加茂	行事	坪内逍遙博士顕彰会
20170901	中日		秋季県高校野球大会組み合わせ		行事	
20170901	中日		木曽川千の灯籠流し	木曽川緑地ライン公園	行事	
20170901	中日		新庁舎　まちに生かそう　	美濃加茂　２０人が多彩な案	行政・政治	市生涯学習センター
20170901	中日		家族で防災学習　三和町の「ほたる広場」	「家族と命と夏祭り」	行事	
20170901	岐阜		子どもに健康な食を　美濃加茂市で食育教室	栄養バランス学ぶ	行事	子育て支援スペース「あじさい子育て広場」
20170901	岐阜		可茂早起き野球	結果	行事	前平グラウンドなど
20170901	中日		中山道太田宿と浴衣モデル撮影会	太田宿中山道会館	行事	
20170901	中日		ドリームコンサート	女声コーラス「童謡クラブ」	行事	市文化会館
20170901	岐阜		シャンソン、手話交え	美濃加茂市でコンサート　高齢者を癒す	行事	さわやかナーシングビラ
20170901	中日		ひき逃げ解決に一役　安江、伊藤さんに感謝状	加茂署	行政・政治	
20170901	中日		こころの健康づくり講演会	さわとんさん「こころがほっとする方法」	行事	みのかも文化の森
20170831	中日		電気工事業者が善意の照明清掃	可茂地区電気工事協議会と中部電力加茂営業所	その他	
20170831	中日		議会だより		行政・政治	
20170831	岐阜		美濃加茂市議会開会２１議案上程		行政・政治	
20170831	中日		災害対応　力合わせて	避難者情報共有郵便局と協定書　美濃加茂市	行政・政治	
20170831	岐阜		加茂農林高へようこそ	ノルウェーの交換留学生　全校生徒が歓迎会	教育	
20170830	岐阜		軟式野球　県還暦リーグ戦	結果	行事	
20170830	中日		豪州訪問充実の笑顔	中高生が食文化や農業学ぶ　美濃加茂	教育	
20170830	岐阜		素描　生きる意味	農業生産法人「フルージック」代表　渡辺祥二さん	その他	
20170830	岐阜		第３４回東海小学生リレー大会兼第３回東海小学生大会	成績	行事	
20170830	岐阜		千の灯籠流し		行事	
20170830	岐阜		ソフトテニス　県クラブ対抗大会	成績	行事	
20170830	岐阜		がん検診受診を啓発	美濃加茂市　日生岐阜支社と協定	行政・政治	
20170829	岐阜		１０月の「おん祭ＭＩＮＯＫＡＭＯ」	「姫道中」６人決まる	行事	
20170829	岐阜		陸上　第６０回東海選手権兼第１０２回日本選手権予選最終日	成績	行事	
20170829	中日		美濃加茂市ソフトボール協会リーグ戦	結果	行事	市西ソフト場
20170829	中日		森カフェ	部活動	その他	美濃加茂高校
20170829	岐阜		早碁選手権	Ａクラス：２位佐合高綱さん（美濃加茂市）、Ｂクラス３位天池新一さん（美濃加茂市）	ひと	
20170829	岐阜		応急手当て、技術広めて　可茂消防が普及員養成講習	教職員ら４２人の資格認定	行政・政治	
20170829	岐阜		お手玉華麗な技	美濃加茂市で大会　３世代、腕前競う	行事	市総合福祉会館
20170828	岐阜		ＮＩＥ全国大会名古屋に参加して	美濃加茂市西中　細江隆一教諭	ひと	
20170828	岐阜		１００㍍走を１００回、熱中症	美濃加茂高の野球部員入院　指導者ら処分	事件・事故	
20170828	中日		１０月・おん祭「姫道中」	姫役６人決まる	行事	
20170828	中日		全国中学大会	成績	行事	
20170828	岐阜		七宗産ヒノキ、楽器に	アルプホルン愛好家が手作り	行事	
20170827	中日		高２ダッシュ１００本熱中症	美濃加茂高野球部コーチ命じる	事件・事故	
20170827	岐阜		陸上　第６０回東海選手権兼第１０２回日本選手権予選第１日	成績	行事	
20170826	岐阜		美濃加茂市議会３０日開会	会期２４日間　２１議案提出へ	行政・政治	
20170826	中日		美濃加茂市ソフトボール協会リーグ戦	結果	行事	市西ソフト場
20170826	岐阜		秋季県高校野球地区大会	結果	行事	
20170826	岐阜		生物多様性調査の中間報告会		行事	みのかも文化の森
20170826	中日		新教育委員に手嶋氏　美濃加茂市	ＪＦＡ参与任命案提出へ	行政・政治	
20170826	中日		寄贈　救命の輪を広げて　	美濃加茂ガス会アクシス	その他	
20170825	岐阜		車両情報通報、逮捕に貢献	安江さん、伊藤さんに感謝状　加茂署	ひと	
20170825	岐阜		災害時に市民の避難先情報共有	美濃加茂市と６郵便局協定	行政・政治	
20170825	中日		中山道太田宿盆おどり大会		行事	
